location,date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated
Bosnia and Herzegovina,2021-03-06,135513.0,0.0,5228.0,0.0,,,0.191,5.2,,,
Bosnia and Herzegovina,2021-03-07,135513.0,0.0,5228.0,0.0,,,0.165,6.1,,,
Bosnia and Herzegovina,2021-03-08,137291.0,1778.0,5297.0,69.0,,689431.0,0.203,4.9,,,
Bosnia and Herzegovina,2021-03-09,138542.0,1251.0,5345.0,48.0,4701.0,694132.0,0.148,6.7,,,
Bosnia and Herzegovina,2021-03-10,139652.0,1110.0,5382.0,37.0,4163.0,698295.0,0.234,4.3,,,
Bosnia and Herzegovina,2021-03-11,140990.0,1338.0,5410.0,28.0,4625.0,702920.0,0.247,4.0,,,
Bosnia and Herzegovina,2021-03-12,142160.0,1170.0,5446.0,36.0,4270.0,707190.0,0.257,3.9,,,
Bosnia and Herzegovina,2021-03-13,142160.0,0.0,5446.0,0.0,,,0.251,4.0,,,
Bosnia and Herzegovina,2021-03-14,142160.0,0.0,5446.0,0.0,,,0.246,4.1,,,
Bosnia and Herzegovina,2021-03-15,144831.0,2671.0,5584.0,138.0,,717043.0,0.273,3.7,,,
Bosnia and Herzegovina,2021-03-16,146437.0,1606.0,5637.0,53.0,5403.0,722446.0,0.279,3.6,,,
Bosnia and Herzegovina,2021-03-17,148163.0,1726.0,5672.0,35.0,5218.0,727664.0,0.29,3.5,,,
Bosnia and Herzegovina,2021-03-18,149891.0,1728.0,5729.0,57.0,5368.0,733032.0,0.296,3.4,,,
Bosnia and Herzegovina,2021-03-19,151337.0,1446.0,5773.0,44.0,3755.0,736787.0,0.31,3.2,,,
Bosnia and Herzegovina,2021-03-20,151337.0,0.0,5773.0,0.0,,,0.306,3.3,,,
Bosnia and Herzegovina,2021-03-21,151337.0,0.0,5773.0,0.0,,,0.302,3.3,,,
Bosnia and Herzegovina,2021-03-22,154627.0,3290.0,5938.0,165.0,,747794.0,0.319,3.1,,,
Bosnia and Herzegovina,2021-03-23,156346.0,1719.0,6005.0,67.0,5469.0,753263.0,0.322,3.1,,,
Bosnia and Herzegovina,2021-03-24,158198.0,1852.0,6067.0,62.0,5277.0,758540.0,0.325,3.1,,,
Bosnia and Herzegovina,2021-03-25,160163.0,1965.0,6144.0,77.0,5659.0,764199.0,0.33,3.0,,,
Bosnia and Herzegovina,2021-03-26,162032.0,1869.0,6220.0,76.0,5207.0,769406.0,0.328,3.1,,,
Bosnia and Herzegovina,2021-03-27,162032.0,0.0,6220.0,0.0,,,0.329,3.0,,,
Bosnia and Herzegovina,2021-03-28,162032.0,0.0,6220.0,0.0,,,0.33,3.0,,,
Bosnia and Herzegovina,2021-03-29,165787.0,3755.0,6427.0,207.0,,780081.0,0.346,2.9,,,
Bosnia and Herzegovina,2021-03-30,167654.0,1867.0,6519.0,92.0,5398.0,785479.0,0.351,2.8,,,
Bosnia and Herzegovina,2021-03-31,169626.0,1972.0,6599.0,80.0,5598.0,791077.0,0.351,2.8,,,
Bosnia and Herzegovina,2021-04-01,171324.0,1698.0,6675.0,76.0,5371.0,796448.0,0.346,2.9,,,
Bosnia and Herzegovina,2021-04-02,173478.0,2154.0,6763.0,88.0,5670.0,802118.0,0.35,2.9,,,
Bosnia and Herzegovina,2021-04-03,173478.0,0.0,6763.0,0.0,,,0.351,2.8,,,
Bosnia and Herzegovina,2021-04-04,173478.0,0.0,6763.0,0.0,,,0.352,2.8,,,
Bosnia and Herzegovina,2021-04-05,176413.0,2935.0,6953.0,190.0,,812504.0,0.328,3.1,,,
Bosnia and Herzegovina,2021-04-06,177506.0,1093.0,7052.0,99.0,5677.0,818181.0,0.301,3.3,,,
Bosnia and Herzegovina,2021-04-07,179248.0,1742.0,7132.0,80.0,5969.0,824150.0,0.291,3.4,,,
Bosnia and Herzegovina,2021-04-08,180831.0,1583.0,7216.0,84.0,5653.0,829803.0,0.285,3.5,,,
Bosnia and Herzegovina,2021-04-09,181927.0,1096.0,7298.0,82.0,5675.0,835478.0,0.253,3.9,15000.0,15000.0,
Bosnia and Herzegovina,2021-04-10,181927.0,0.0,7298.0,0.0,,,0.252,4.0,,,
Bosnia and Herzegovina,2021-04-11,181927.0,0.0,7298.0,0.0,,,0.25,4.0,,,
Bosnia and Herzegovina,2021-04-12,184698.0,2771.0,7487.0,189.0,,846536.0,0.243,4.1,,,
Bosnia and Herzegovina,2021-04-13,184698.0,0.0,7487.0,0.0,3963.0,850499.0,0.223,4.5,,,
Bosnia and Herzegovina,2021-04-14,186372.0,1674.0,7642.0,155.0,4929.0,855428.0,0.228,4.4,,,
Bosnia and Herzegovina,2021-04-15,187715.0,1343.0,7702.0,60.0,3540.0,858968.0,0.236,4.2,,,
Bosnia and Herzegovina,2021-04-16,188994.0,1279.0,7788.0,86.0,3484.0,862452.0,0.262,3.8,,,
Bosnia and Herzegovina,2021-04-17,188994.0,0.0,7788.0,0.0,,,0.266,3.8,,,
Bosnia and Herzegovina,2021-04-18,188994.0,0.0,7788.0,0.0,,,0.27,3.7,,,
Bosnia and Herzegovina,2021-04-19,191154.0,2160.0,7938.0,150.0,,872381.0,0.25,4.0,,,
Bosnia and Herzegovina,2021-04-20,191876.0,722.0,8025.0,87.0,3925.0,876306.0,0.278,3.6,,,
Bosnia and Herzegovina,2021-04-21,193115.0,1239.0,8082.0,57.0,4361.0,880667.0,0.267,3.7,,,
Bosnia and Herzegovina,2021-04-22,194371.0,1256.0,8164.0,82.0,3447.0,884114.0,0.265,3.8,,,
Bosnia and Herzegovina,2021-04-23,194733.0,362.0,8203.0,39.0,3392.0,887506.0,0.229,4.4,,,
Bosnia and Herzegovina,2021-04-24,194733.0,0.0,8203.0,0.0,,,0.239,4.2,,,
Bosnia and Herzegovina,2021-04-25,194733.0,0.0,8203.0,0.0,,,0.25,4.0,,,
Bosnia and Herzegovina,2021-04-26,195971.0,1238.0,8350.0,147.0,,894305.0,0.22,4.6,,63376.0,
Bosnia and Herzegovina,2021-04-27,196732.0,761.0,8418.0,68.0,3350.0,897655.0,0.227,4.4,106464.0,83260.0,23204.0
Bosnia and Herzegovina,2021-04-28,197378.0,646.0,8464.0,46.0,3119.0,900774.0,0.212,4.7,,,
Bosnia and Herzegovina,2021-04-29,197866.0,488.0,8512.0,48.0,3168.0,903942.0,0.176,5.7,,,
Bosnia and Herzegovina,2021-04-30,198461.0,595.0,8551.0,39.0,3112.0,907054.0,0.191,5.2,,,
Bosnia and Herzegovina,2021-05-01,198461.0,0.0,8551.0,0.0,,,0.197,5.1,,,
Bosnia and Herzegovina,2021-05-02,198461.0,0.0,8551.0,0.0,,,0.205,4.9,,,
Bosnia and Herzegovina,2021-05-03,198461.0,0.0,8551.0,0.0,,,0.142,7.0,,,
Bosnia and Herzegovina,2021-05-04,199463.0,1002.0,8713.0,162.0,,913433.0,0.173,5.8,,,
Bosnia and Herzegovina,2021-05-05,199882.0,419.0,8736.0,23.0,3446.0,916879.0,0.155,6.4,,,
Bosnia and Herzegovina,2021-05-06,200353.0,471.0,8762.0,26.0,3128.0,920007.0,0.155,6.5,,,
Bosnia and Herzegovina,2021-05-07,200693.0,340.0,8790.0,28.0,2561.0,922568.0,0.144,6.9,,,
Bosnia and Herzegovina,2021-05-08,200693.0,0.0,8790.0,0.0,,,0.139,7.2,,,
Bosnia and Herzegovina,2021-05-09,200693.0,0.0,8790.0,0.0,,,0.134,7.5,,,
Bosnia and Herzegovina,2021-05-10,201217.0,524.0,8862.0,72.0,,929119.0,0.159,6.3,,,
Bosnia and Herzegovina,2021-05-11,201512.0,295.0,8912.0,50.0,2914.0,932033.0,0.11,9.1,,,
Bosnia and Herzegovina,2021-05-12,201796.0,284.0,8943.0,31.0,2427.0,934460.0,0.109,9.2,,,
Bosnia and Herzegovina,2021-05-13,202003.0,207.0,8958.0,15.0,1799.0,936259.0,0.102,9.9,,,
Bosnia and Herzegovina,2021-05-14,202143.0,140.0,8981.0,23.0,1705.0,937964.0,0.094,10.6,,,
Bosnia and Herzegovina,2021-05-15,202143.0,0.0,8981.0,0.0,,,0.092,10.9,,,
Bosnia and Herzegovina,2021-05-16,202143.0,0.0,8981.0,0.0,,,0.09,11.1,,,
Bosnia and Herzegovina,2021-05-17,202490.0,347.0,9051.0,70.0,,945559.0,0.077,12.9,,,
Bosnia and Herzegovina,2021-05-18,202675.0,185.0,9070.0,19.0,3873.0,949432.0,0.067,15.0,136965.0,102803.0,34162.0
Bosnia and Herzegovina,2021-05-19,202847.0,172.0,9086.0,16.0,2687.0,952119.0,0.06,16.8,,,
Bosnia and Herzegovina,2021-05-20,203018.0,171.0,9096.0,10.0,2121.0,954240.0,0.056,17.7,,,
Bosnia and Herzegovina,2021-05-21,203150.0,132.0,9108.0,12.0,2296.0,956536.0,0.054,18.4,,,
Bosnia and Herzegovina,2021-05-22,203150.0,0.0,9108.0,0.0,,,0.056,17.9,,,
Bosnia and Herzegovina,2021-05-23,203150.0,0.0,9108.0,0.0,,,0.058,17.4,,,
Bosnia and Herzegovina,2021-05-24,203391.0,241.0,9150.0,42.0,,962537.0,0.053,18.8,,,
Bosnia and Herzegovina,2021-05-25,203513.0,122.0,9168.0,18.0,2771.0,965308.0,0.053,18.9,232706.0,188848.0,43858.0
Bosnia and Herzegovina,2021-05-26,203658.0,145.0,9184.0,16.0,2768.0,968076.0,0.051,19.7,,,
Bosnia and Herzegovina,2021-05-27,203762.0,104.0,9194.0,10.0,2261.0,970337.0,0.046,21.6,,,
Bosnia and Herzegovina,2021-05-28,203839.0,77.0,9211.0,17.0,2253.0,972590.0,0.043,23.3,,,
Bosnia and Herzegovina,2021-05-29,203839.0,0.0,9211.0,0.0,,,0.044,23.0,,,
Bosnia and Herzegovina,2021-05-30,203839.0,0.0,9211.0,0.0,,,0.044,22.6,,,
Bosnia and Herzegovina,2021-05-31,204012.0,173.0,9253.0,42.0,,977858.0,0.041,24.7,,,
Bosnia and Herzegovina,2021-06-01,204093.0,81.0,9270.0,17.0,2670.0,980528.0,0.038,26.2,,,
Bosnia and Herzegovina,2021-06-02,204172.0,79.0,9303.0,33.0,1926.0,982454.0,0.036,28.0,,,
Bosnia and Herzegovina,2021-06-03,204252.0,80.0,9332.0,29.0,2252.0,984706.0,0.034,29.3,,,
Bosnia and Herzegovina,2021-06-04,204304.0,52.0,9374.0,42.0,1872.0,986578.0,0.033,30.1,,,
Bosnia and Herzegovina,2021-06-05,204304.0,0.0,9374.0,0.0,,,0.033,30.5,,,
Bosnia and Herzegovina,2021-06-06,204304.0,0.0,9374.0,0.0,,,0.032,31.0,,,
Bosnia and Herzegovina,2021-06-07,204410.0,106.0,9411.0,37.0,,992476.0,0.027,36.7,,,
Bosnia and Herzegovina,2021-06-08,204455.0,45.0,9460.0,49.0,2169.0,994645.0,0.026,39.0,,,
Bosnia and Herzegovina,2021-06-09,204512.0,57.0,9467.0,7.0,2232.0,996877.0,0.024,42.4,,,
Bosnia and Herzegovina,2021-06-10,204567.0,55.0,9473.0,6.0,1992.0,998869.0,0.022,45.0,,,
Bosnia and Herzegovina,2021-06-11,204597.0,30.0,9479.0,6.0,1711.0,1000580.0,0.021,47.8,,,
Bosnia and Herzegovina,2021-06-12,204597.0,0.0,9479.0,0.0,,,0.022,46.1,,,
Bosnia and Herzegovina,2021-06-13,204597.0,0.0,9479.0,0.0,,,0.023,44.4,315780.0,252499.0,63281.0
Bosnia and Herzegovina,2021-06-14,204668.0,71.0,9495.0,16.0,,1004976.0,0.021,48.5,,,
Bosnia and Herzegovina,2021-06-15,204697.0,29.0,9534.0,39.0,2019.0,1006995.0,0.02,51.0,,,
Bosnia and Herzegovina,2021-06-16,204730.0,33.0,9608.0,74.0,1858.0,1008853.0,0.018,54.9,,,
Bosnia and Herzegovina,2021-06-17,204791.0,61.0,9626.0,18.0,2033.0,1010886.0,0.019,53.7,,,
Bosnia and Herzegovina,2021-06-18,204814.0,23.0,9630.0,4.0,1823.0,1012709.0,0.018,55.9,,,
Bosnia and Herzegovina,2021-06-19,204814.0,0.0,9630.0,0.0,,,0.018,55.6,,,
Bosnia and Herzegovina,2021-06-20,204814.0,0.0,9630.0,0.0,,,0.018,55.3,,,
Bosnia and Herzegovina,2021-06-21,204860.0,46.0,9643.0,13.0,,1016893.0,0.016,62.1,,,
Bosnia and Herzegovina,2021-06-22,204886.0,26.0,9648.0,5.0,1846.0,1018739.0,0.016,62.1,,,
Bosnia and Herzegovina,2021-06-23,204910.0,24.0,9651.0,3.0,1569.0,1020308.0,0.016,63.6,,,
Bosnia and Herzegovina,2021-06-24,204936.0,26.0,9653.0,2.0,1540.0,1021848.0,0.013,75.6,,,
Bosnia and Herzegovina,2021-06-25,204945.0,9.0,9655.0,2.0,1462.0,1023310.0,0.012,80.9,456521.0,301801.0,154720.0
Bosnia and Herzegovina,2021-06-26,204945.0,0.0,9655.0,0.0,,,0.012,80.7,,,
Bosnia and Herzegovina,2021-06-27,204945.0,0.0,9655.0,0.0,,,0.012,80.5,,,
Bosnia and Herzegovina,2021-06-28,204991.0,46.0,9658.0,3.0,,1027418.0,0.012,80.4,,,
Bosnia and Herzegovina,2021-06-29,205004.0,13.0,9663.0,5.0,1697.0,1029115.0,0.011,87.9,,,
Bosnia and Herzegovina,2021-06-30,205022.0,18.0,9665.0,2.0,1551.0,1030666.0,0.011,92.5,,,
Bosnia and Herzegovina,2021-07-01,205032.0,10.0,9667.0,2.0,1440.0,1032106.0,0.009,106.8,,,
Bosnia and Herzegovina,2021-07-02,205047.0,15.0,9667.0,0.0,1267.0,1033373.0,0.01,98.7,,,
Bosnia and Herzegovina,2021-07-03,205047.0,0.0,9667.0,0.0,,,0.01,98.0,,,
Bosnia and Herzegovina,2021-07-04,205047.0,0.0,9667.0,0.0,,,0.01,97.3,,,
Bosnia and Herzegovina,2021-07-05,205047.0,0.0,9667.0,0.0,,,0.006,176.1,470218.0,306429.0,163789.0
Bosnia and Herzegovina,2021-07-06,205047.0,0.0,9667.0,0.0,,,0.005,220.1,,,
Bosnia and Herzegovina,2021-07-07,205047.0,0.0,9667.0,0.0,,1039881.0,0.003,368.5,,,
Bosnia and Herzegovina,2021-07-08,205047.0,0.0,9667.0,0.0,1413.0,1041294.0,0.002,612.7,,,
Bosnia and Herzegovina,2021-07-09,205047.0,0.0,9667.0,0.0,1445.0,1042739.0,0.0,,,,
Bosnia and Herzegovina,2021-07-10,205145.0,98.0,9656.0,-11.0,,,0.011,92.5,,,
Bosnia and Herzegovina,2021-07-11,205145.0,0.0,9656.0,0.0,,,0.011,89.4,,,
Bosnia and Herzegovina,2021-07-12,205181.0,36.0,9662.0,6.0,,1045737.0,0.016,63.1,,,
Bosnia and Herzegovina,2021-07-13,205214.0,33.0,9663.0,1.0,1456.0,1047193.0,0.019,51.6,,,
Bosnia and Herzegovina,2021-07-14,205238.0,24.0,9664.0,1.0,1560.0,1048753.0,0.022,46.4,,,
Bosnia and Herzegovina,2021-07-15,205267.0,29.0,9665.0,1.0,1970.0,1050723.0,0.023,42.9,,,
Bosnia and Herzegovina,2021-07-16,205285.0,18.0,9666.0,1.0,1131.0,1051854.0,0.026,38.3,,,
Bosnia and Herzegovina,2021-07-17,205285.0,0.0,9666.0,0.0,,,0.015,65.0,,,
Bosnia and Herzegovina,2021-07-18,205285.0,0.0,9666.0,0.0,,,0.015,64.9,,,
Bosnia and Herzegovina,2021-07-19,205313.0,28.0,9669.0,3.0,,1054807.0,0.015,68.7,,,
Bosnia and Herzegovina,2021-07-20,205340.0,27.0,9669.0,0.0,1330.0,1056137.0,0.014,71.0,,,
Bosnia and Herzegovina,2021-07-21,205345.0,5.0,9671.0,2.0,905.0,1057042.0,0.013,77.5,611641.0,381381.0,230260.0
Bosnia and Herzegovina,2021-07-22,205384.0,39.0,9673.0,2.0,1543.0,1058585.0,0.015,67.2,,,
Bosnia and Herzegovina,2021-07-23,205420.0,36.0,9675.0,2.0,1883.0,1060468.0,0.016,63.8,,,
Bosnia and Herzegovina,2021-07-24,205420.0,0.0,9675.0,0.0,,,0.015,67.4,,,
Bosnia and Herzegovina,2021-07-25,205420.0,0.0,9675.0,0.0,,,0.014,71.0,,,
Bosnia and Herzegovina,2021-07-26,205495.0,75.0,9677.0,2.0,,1064881.0,0.018,55.3,,,
Bosnia and Herzegovina,2021-07-27,205523.0,28.0,9686.0,9.0,1820.0,1066701.0,0.017,57.7,,,
Bosnia and Herzegovina,2021-07-28,205566.0,43.0,9686.0,0.0,1820.0,1068521.0,0.019,51.9,,,
Bosnia and Herzegovina,2021-07-29,205610.0,44.0,9686.0,0.0,2065.0,1070586.0,0.019,53.1,,,
Bosnia and Herzegovina,2021-07-30,205655.0,45.0,9687.0,1.0,1064.0,1071650.0,0.021,47.6,,,
Bosnia and Herzegovina,2021-07-31,205655.0,0.0,9687.0,0.0,,,0.021,47.6,,,
Bosnia and Herzegovina,2021-08-01,205655.0,0.0,9687.0,0.0,,,0.021,47.6,,,
Bosnia and Herzegovina,2021-08-02,205785.0,130.0,9689.0,2.0,,1076063.0,0.026,38.5,,,
Bosnia and Herzegovina,2021-08-03,205825.0,40.0,9689.0,0.0,1894.0,1077957.0,0.027,37.3,,,
Bosnia and Herzegovina,2021-08-04,205949.0,124.0,9689.0,0.0,2352.0,1080309.0,0.032,30.8,763019.0,482886.0,280133.0
Bosnia and Herzegovina,2021-08-05,206031.0,82.0,9689.0,0.0,1700.0,1082009.0,0.037,27.1,,,
Bosnia and Herzegovina,2021-08-06,206106.0,75.0,9691.0,2.0,1934.0,1083943.0,0.037,27.3,,,
Bosnia and Herzegovina,2021-08-07,206106.0,0.0,9691.0,0.0,,,0.037,27.1,,,
Bosnia and Herzegovina,2021-08-08,206106.0,0.0,9691.0,0.0,,,0.037,27.0,,,
Bosnia and Herzegovina,2021-08-09,206317.0,211.0,9694.0,3.0,,1088194.0,0.044,22.8,,,
Bosnia and Herzegovina,2021-08-10,206476.0,159.0,9694.0,0.0,2399.0,1090593.0,0.052,19.4,798422.0,499813.0,298609.0
Bosnia and Herzegovina,2021-08-11,206655.0,179.0,9694.0,0.0,2376.0,1092969.0,0.056,17.9,865306.0,537608.0,327698.0
Bosnia and Herzegovina,2021-08-12,206835.0,180.0,9698.0,4.0,2476.0,1095445.0,0.06,16.7,,,
Bosnia and Herzegovina,2021-08-13,207076.0,241.0,9701.0,3.0,1820.0,1097265.0,0.073,13.7,,,
Bosnia and Herzegovina,2021-08-14,207076.0,0.0,9701.0,0.0,,,0.07,14.4,,,
Bosnia and Herzegovina,2021-08-15,207076.0,0.0,9701.0,0.0,,,0.067,15.0,,,
Bosnia and Herzegovina,2021-08-16,207571.0,495.0,9711.0,10.0,,1103356.0,0.083,12.1,,,
Bulgaria,2020-03-08,4.0,4.0,,,,,,,,,
Bulgaria,2020-03-09,4.0,0.0,,,,,,,,,
Bulgaria,2020-03-10,4.0,0.0,,,,,,,,,
Bulgaria,2020-03-11,7.0,3.0,1.0,1.0,,,,,,,
Bulgaria,2020-03-12,7.0,0.0,1.0,0.0,,,,,,,
Bulgaria,2020-03-13,23.0,16.0,1.0,0.0,,,,,,,
Bulgaria,2020-03-14,41.0,18.0,2.0,1.0,,,,,,,
Bulgaria,2020-03-15,51.0,10.0,2.0,0.0,,,,,,,
Bulgaria,2020-03-16,52.0,1.0,2.0,0.0,,,,,,,
Bulgaria,2020-03-17,67.0,15.0,2.0,0.0,,,,,,,
Bulgaria,2020-03-18,92.0,25.0,2.0,0.0,,,,,,,
Bulgaria,2020-03-19,94.0,2.0,3.0,1.0,,,,,,,
Bulgaria,2020-03-20,127.0,33.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-21,163.0,36.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-22,187.0,24.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-23,201.0,14.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-24,218.0,17.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-25,242.0,24.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-26,264.0,22.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-27,293.0,29.0,3.0,0.0,,,,,,,
Bulgaria,2020-03-28,331.0,38.0,7.0,4.0,,,,,,,
Bulgaria,2020-03-29,346.0,15.0,8.0,1.0,,,,,,,
Bulgaria,2020-03-30,359.0,13.0,8.0,0.0,,,,,,,
Bulgaria,2020-03-31,399.0,40.0,8.0,0.0,,,,,,,
Bulgaria,2020-04-01,422.0,23.0,10.0,2.0,,,,,,,
Bulgaria,2020-04-02,457.0,35.0,10.0,0.0,,,,,,,
Bulgaria,2020-04-03,485.0,28.0,14.0,4.0,,,,,,,
Bulgaria,2020-04-04,503.0,18.0,17.0,3.0,,,,,,,
Bulgaria,2020-04-05,531.0,28.0,20.0,3.0,,,,,,,
Bulgaria,2020-04-06,549.0,18.0,22.0,2.0,,,,,,,
Bulgaria,2020-04-07,577.0,28.0,23.0,1.0,,,,,,,
Bulgaria,2020-04-08,593.0,16.0,24.0,1.0,,,,,,,
Bulgaria,2020-04-09,618.0,25.0,24.0,0.0,,,,,,,
Bulgaria,2020-04-10,635.0,17.0,25.0,1.0,,,,,,,
Bulgaria,2020-04-11,661.0,26.0,28.0,3.0,,18502.0,,,,,
Bulgaria,2020-04-12,675.0,14.0,29.0,1.0,,,,,,,
Bulgaria,2020-04-13,685.0,10.0,32.0,3.0,,,,,,,
Bulgaria,2020-04-14,713.0,28.0,35.0,3.0,,,,,,,
Bulgaria,2020-04-15,747.0,34.0,36.0,1.0,,,,,,,
Bulgaria,2020-04-16,800.0,53.0,38.0,2.0,,,,,,,
Bulgaria,2020-04-17,846.0,46.0,41.0,3.0,,,,,,,
Bulgaria,2020-04-18,878.0,32.0,41.0,0.0,,,0.031,31.9,,,
Bulgaria,2020-04-19,894.0,16.0,42.0,1.0,,26417.0,0.032,31.6,,,
Bulgaria,2020-04-20,929.0,35.0,43.0,1.0,,,0.04,25.1,,,
Bulgaria,2020-04-21,975.0,46.0,45.0,2.0,,,0.049,20.4,,,
Bulgaria,2020-04-22,1024.0,49.0,49.0,4.0,,27000.0,0.061,16.4,,,
Bulgaria,2020-04-23,1097.0,73.0,52.0,3.0,,,0.048,20.7,,,
Bulgaria,2020-04-24,1234.0,137.0,54.0,2.0,,,0.05,20.0,,,
Bulgaria,2020-04-25,1247.0,13.0,55.0,1.0,,,0.039,25.4,,,
Bulgaria,2020-04-26,1300.0,53.0,56.0,1.0,,,0.037,27.1,,,
Bulgaria,2020-04-27,1363.0,63.0,58.0,2.0,,,0.032,30.9,,,
Bulgaria,2020-04-28,1399.0,36.0,58.0,0.0,,,0.027,37.3,,,
Bulgaria,2020-04-29,1447.0,48.0,64.0,6.0,,45208.0,0.023,43.0,,,
Bulgaria,2020-04-30,1506.0,59.0,66.0,2.0,,,0.025,39.8,,,
Bulgaria,2020-05-01,1555.0,49.0,68.0,2.0,,46510.0,0.022,44.6,,,
Bulgaria,2020-05-02,1594.0,39.0,72.0,4.0,1126.0,47636.0,0.027,37.0,,,
Bulgaria,2020-05-03,1618.0,24.0,73.0,1.0,982.0,48618.0,0.028,35.3,,,
Bulgaria,2020-05-04,1652.0,34.0,78.0,5.0,527.0,49145.0,0.032,31.6,,,
Bulgaria,2020-05-05,1704.0,52.0,80.0,2.0,1158.0,50303.0,0.04,25.2,,,
Bulgaria,2020-05-06,1778.0,74.0,84.0,4.0,1465.0,51768.0,0.05,19.8,,,
Bulgaria,2020-05-07,1829.0,51.0,84.0,0.0,1163.0,52931.0,0.046,21.9,,,
Bulgaria,2020-05-08,1872.0,43.0,86.0,2.0,1397.0,54328.0,0.041,24.7,,,
Bulgaria,2020-05-09,1921.0,49.0,90.0,4.0,1777.0,56105.0,0.039,25.9,,,
Bulgaria,2020-05-10,1965.0,44.0,91.0,1.0,1126.0,57231.0,0.04,24.8,,,
Bulgaria,2020-05-11,1990.0,25.0,93.0,2.0,403.0,57634.0,0.04,25.1,,,
Bulgaria,2020-05-12,2023.0,33.0,95.0,2.0,1079.0,58713.0,0.038,26.4,,,
Bulgaria,2020-05-13,2069.0,46.0,96.0,1.0,1387.0,60100.0,0.035,28.6,,,
Bulgaria,2020-05-14,2100.0,31.0,99.0,3.0,1611.0,61711.0,0.031,32.4,,,
Bulgaria,2020-05-15,2138.0,38.0,102.0,3.0,1608.0,63319.0,0.03,33.8,,,
Bulgaria,2020-05-16,2175.0,37.0,105.0,3.0,1161.0,64480.0,0.03,33.0,,,
Bulgaria,2020-05-17,2211.0,36.0,108.0,3.0,1094.0,65574.0,0.029,33.9,,,
Bulgaria,2020-05-18,2235.0,24.0,110.0,2.0,362.0,65936.0,0.03,33.9,,,
Bulgaria,2020-05-19,2259.0,24.0,112.0,2.0,874.0,66810.0,0.029,34.3,,,
Bulgaria,2020-05-20,2292.0,33.0,116.0,4.0,1433.0,68243.0,0.027,36.5,,,
Bulgaria,2020-05-21,2331.0,39.0,120.0,4.0,,,0.028,35.5,,,
Bulgaria,2020-05-22,2372.0,41.0,125.0,5.0,,71605.0,0.028,35.4,,,
Bulgaria,2020-05-23,2408.0,36.0,126.0,1.0,1605.0,73210.0,0.027,37.5,,,
Bulgaria,2020-05-24,2427.0,19.0,130.0,4.0,886.0,74096.0,0.025,39.4,,,
Bulgaria,2020-05-25,2433.0,6.0,130.0,0.0,443.0,74539.0,0.023,43.4,,,
Bulgaria,2020-05-26,2443.0,10.0,130.0,0.0,295.0,74834.0,0.023,43.6,,,
Bulgaria,2020-05-27,2460.0,17.0,133.0,3.0,1557.0,76391.0,0.021,48.5,,,
Bulgaria,2020-05-28,2477.0,17.0,134.0,1.0,1273.0,77664.0,0.019,53.0,,,
Bulgaria,2020-05-29,2485.0,8.0,136.0,2.0,1725.0,79389.0,0.015,68.9,,,
Bulgaria,2020-05-30,2499.0,14.0,139.0,3.0,1353.0,80742.0,0.012,82.8,,,
Bulgaria,2020-05-31,2513.0,14.0,140.0,1.0,606.0,81348.0,0.012,84.3,,,
Bulgaria,2020-06-01,2519.0,6.0,140.0,0.0,346.0,81694.0,0.012,83.2,,,
Bulgaria,2020-06-02,2538.0,19.0,144.0,4.0,1220.0,82914.0,0.012,85.0,,,
Bulgaria,2020-06-03,2560.0,22.0,146.0,2.0,1347.0,84261.0,0.013,78.7,,,
Bulgaria,2020-06-04,2585.0,25.0,147.0,1.0,1569.0,85830.0,0.013,75.6,,,
Bulgaria,2020-06-05,2627.0,42.0,159.0,12.0,2060.0,87890.0,0.017,59.8,,,
Bulgaria,2020-06-06,2711.0,84.0,160.0,1.0,1196.0,89086.0,0.025,39.4,,,
Bulgaria,2020-06-07,2727.0,16.0,160.0,0.0,816.0,89902.0,0.025,40.0,,,
Bulgaria,2020-06-08,2810.0,83.0,164.0,4.0,427.0,90329.0,0.034,29.7,,,
Bulgaria,2020-06-09,2889.0,79.0,167.0,3.0,1406.0,91735.0,0.04,25.1,,,
Bulgaria,2020-06-10,2993.0,104.0,167.0,0.0,1777.0,93512.0,0.047,21.4,,,
Bulgaria,2020-06-11,3086.0,93.0,168.0,1.0,2308.0,95820.0,0.05,19.9,,,
Bulgaria,2020-06-12,3191.0,105.0,172.0,4.0,2640.0,98460.0,0.053,18.7,,,
Bulgaria,2020-06-13,3266.0,75.0,172.0,0.0,2642.0,101102.0,0.046,21.7,,,
Bulgaria,2020-06-14,3290.0,24.0,174.0,2.0,1975.0,103077.0,0.043,23.4,,,
Bulgaria,2020-06-15,3341.0,51.0,176.0,2.0,1409.0,104486.0,0.038,26.7,,,
Bulgaria,2020-06-16,3453.0,112.0,181.0,5.0,3839.0,108325.0,0.034,29.4,,,
Bulgaria,2020-06-17,3542.0,89.0,184.0,3.0,,,0.033,30.8,,,
